指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150指數,"9,849.46",-,117.12,-1.18,
藍籌30指數,"10,692.74",-,156.08,-1.44,
工業菁英30指數,"10,926.11",-,159.14,-1.44,
低波動股利精選30指數,"8,739.82",-,32.97,-0.38,
中小型A級動能50指數,"21,399.06",-,435.14,-1.99,
特選高息低波指數,"10,308.48",-,78.21,-0.75,
臺灣永續指數,"11,581.13",-,168.28,-1.43,
價值投資指數,"7,903.59",-,92.89,-1.16,
存股雙十等權重指數,"9,852.94",-,141.18,-1.41,
特選大蘋果指數,"10,614.49",-,215.36,-1.99,
中小型300指數,"11,510.85",-,136.55,-1.17,
臺灣500指數,"11,131.50",-,149.05,-1.32,
臺灣勞工權益指數,"9,858.94",-,81.24,-0.82,
微波高息精選20指數,"8,813.77",-,46.63,-0.53,
特選世代行動通訊指數,"9,559.36",-,94.55,-0.98,
智慧投資多因子30指數,"7,790.68",-,50.25,-0.64,
臺股期貨指數,"11,928.79",-,121.81,-1.01,
特選價值成長指數,"10,250.04",-,72.91,-0.71,
臺灣上櫃永續指數,"7,396.52",-,115.28,-1.53,
特選台股領航指數,"11,275.24",-,170.21,-1.49,
特選Smart多因子指數,"8,940.87",-,134.17,-1.48,
特選ESG高股息指數,"7,115.19",-,90.69,-1.26,
特選上櫃ESG成長指數,"5,115.41",-,96.55,-1.85,
特選上櫃ESG電子菁英指數,"5,232.83",-,105.43,-1.97,
臺灣優息存股指數,"5,469.64",-,34.22,-0.62,
特選上櫃ESG永續高股息指數,"6,968.65",-,84.24,-1.19,
特選臺灣金融高股息存股指數,"6,824.47",-,49.75,-0.72,
特選臺灣產業龍頭存股等權重指數,"6,748.95",-,38.66,-0.57,
上櫃ESG 30指數,"6,517.02",-,83.84,-1.27,
臺灣ESG低碳50指數,"7,652.60",-,107.89,-1.39,
臺灣創新板指數,"8,993.80",+,63.77,0.71,
特選上櫃ESG龍頭指數,"6,203.30",-,83.85,-1.33,
漲升股利精選高息50指數,"5,782.95",-,56.10,-0.96,
臺灣市值動能50指數,"4,791.69",-,79.90,-1.64,
臺灣護城河概念優選50指數,"4,828.18",-,73.60,-1.50,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"37,052.46",-,513.34,-1.37,
發行量加權股價報酬指數,"48,642.44",-,688.50,-1.40,
臺灣公司治理100報酬指數,"18,909.67",-,299.87,-1.56,
臺灣50報酬指數,"40,251.10",-,671.10,-1.64,
臺灣50權重上限30%報酬指數,"35,923.92",-,526.43,-1.44,
臺灣中型100報酬指數,"39,865.57",-,478.61,-1.19,
臺灣資訊科技股報酬指數,"74,237.21",-,"1,370.46",-1.81,
臺灣發達報酬指數,"20,646.57",-,245.95,-1.18,
臺灣高股息報酬指數,"28,466.34",-,327.77,-1.14,
臺灣就業99報酬指數,"22,099.01",-,240.48,-1.08,
臺灣高薪100報酬指數,"19,233.09",-,203.93,-1.05,
未含金融電子報酬指數,"33,822.44",-,225.82,-0.66,
小型股300報酬指數,"16,049.64",-,114.53,-0.71,
水泥類報酬指數,343.14,+,0.18,0.05,
食品類報酬指數,"3,568.08",-,39.24,-1.09,
塑膠類報酬指數,226.97,-,3.07,-1.33,
紡織纖維類報酬指數,"1,068.37",-,7.20,-0.67,
電機機械類報酬指數,610.43,-,9.92,-1.60,
電器電纜類報酬指數,156.28,-,0.72,-0.46,
化學生技醫療類報酬指數,228.66,-,0.90,-0.39,
化學類報酬指數,305.20,+,0.89,0.29,
生技醫療類報酬指數,111.74,-,0.88,-0.78,
玻璃陶瓷類報酬指數,61.82,+,0.98,1.61,
造紙類報酬指數,465.08,-,0.50,-0.11,
鋼鐵類報酬指數,259.75,+,0.46,0.18,
橡膠類報酬指數,462.50,-,0.80,-0.17,
汽車類報酬指數,639.34,-,1.93,-0.30,
電子工業類報酬指數,"2,361.84",-,41.45,-1.72,
半導體類報酬指數,"1,115.67",-,19.18,-1.69,
電腦及週邊設備類報酬指數,615.31,-,13.47,-2.14,
光電類報酬指數,62.29,-,0.18,-0.29,
通信網路類報酬指數,375.29,-,4.21,-1.11,
電子零組件類報酬指數,448.97,-,10.43,-2.27,
電子通路類報酬指數,644.13,-,10.02,-1.53,
資訊服務類報酬指數,586.73,-,1.64,-0.28,
其他電子類報酬指數,267.09,-,5.27,-1.93,
建材營造類報酬指數,"1,204.09",-,12.82,-1.05,
航運類報酬指數,414.27,-,1.24,-0.30,
觀光餐旅類報酬指數,175.35,-,0.37,-0.21,
金融保險類報酬指數,"3,937.61",-,26.83,-0.68,
貿易百貨類報酬指數,454.09,-,1.50,-0.33,
油電燃氣類報酬指數,96.94,-,1.64,-1.66,
綠能環保類報酬指數,115.39,-,0.03,-0.03,
數位雲端類報酬指數,64.37,-,1.52,-2.31,
運動休閒類報酬指數,101.57,-,1.09,-1.06,
居家生活類報酬指數,131.52,-,1.00,-0.75,
其他類報酬指數,587.17,-,2.34,-0.40,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,407.03",-,22.61,-0.51,
臺灣中小型公司治理報酬指數,"13,820.63",-,239.52,-1.70,
臺灣IPO報酬指數,"7,235.74",-,101.28,-1.38,
智慧中立報酬指數,"4,995.15",-,14.58,-0.29,
加權指數掩護性臺指買權價外5%報酬指數,"9,618.93",-,136.06,-1.39,
臺灣5G報酬指數,"13,641.47",-,195.88,-1.42,
臺灣企業社會責任中小型報酬指數,"14,807.04",-,147.38,-0.99,
特選臺灣電動車代表報酬指數,"11,507.21",-,189.30,-1.62,
臺灣科技龍頭通訊報酬指數,"11,333.37",-,204.86,-1.78,
臺灣全市場報酬指數,"8,770.71",-,121.62,-1.37,
臺灣全市場半導體報酬指數,"8,889.32",-,109.23,-1.21,
臺灣智慧移動與電動車報酬指數,"6,468.07",-,116.52,-1.77,
特選小資高價30報酬指數,"8,602.51",-,186.37,-2.12,
特選臺灣綠能及電動車報酬指數,"6,825.39",-,104.61,-1.51,
特選臺灣智能車供應鏈聯盟報酬指數,"8,010.38",-,137.70,-1.69,
臺灣全市場半導體精選30報酬指數,"6,840.64",-,81.60,-1.18,
特選臺灣高股息30報酬指數,"6,994.33",-,59.69,-0.85,
臺灣友善環境報酬指數,"7,761.53",-,111.84,-1.42,
台灣永續價值報酬指數,"6,841.25",-,98.08,-1.41,
特選臺灣IC設計報酬指數,"5,275.56",-,73.91,-1.38,
特選臺灣環境永續高股息報酬指數,"9,552.56",-,73.45,-0.76,
臺灣友善環境50報酬指數,"6,450.49",-,97.38,-1.49,
特選臺灣IC設計產業代表報酬指數,"6,755.77",-,98.11,-1.43,
特選臺灣綠能報酬指數,"5,689.90",-,67.30,-1.17,
特選臺灣智慧50報酬指數,"6,068.75",-,84.86,-1.38,
臺灣晶圓製造報酬指數,"6,697.60",-,100.80,-1.48,
臺灣精選高息報酬指數,"7,626.81",-,52.28,-0.68,
臺灣多因子優選高股息30報酬指數,"10,147.43",-,100.75,-0.98,
特選臺灣優利高填息30報酬指數,"9,155.69",-,82.96,-0.90,
特選臺灣科技優息報酬指數,"9,760.93",-,106.39,-1.08,
臺灣半導體收益報酬指數,"7,405.99",-,78.46,-1.05,
臺灣優選成長高股息報酬指數,"8,351.04",-,85.33,-1.01,
特選臺灣ESG低碳高息40報酬指數,"9,100.20",-,45.62,-0.50,
臺灣優選多因子30報酬指數,"9,277.19",-,82.23,-0.88,
臺灣創新科技50報酬指數,"7,843.64",-,141.76,-1.78,
臺灣全市場新經濟產業報酬指數,"5,098.70",-,41.85,-0.81,
臺灣ESG永續高股息等權重報酬指數,"6,783.19",-,34.41,-0.50,
臺灣永續高息中小型報酬指數,"5,986.61",-,58.49,-0.97,
特選臺灣高息優質成長報酬指數,"6,403.23",-,69.85,-1.08,
特選臺灣高息動能報酬指數,"6,870.26",-,73.28,-1.06,
臺灣電子成長高息等權重報酬指數,"6,166.71",-,57.44,-0.92,
特選臺灣優利成長報酬指數,"5,316.35",-,45.41,-0.85,
臺灣價值高息報酬指數,"5,819.44",-,66.79,-1.13,
特選臺灣IC設計動能報酬指數,"4,892.44",-,62.90,-1.27,
臺灣科技高股息報酬指數,"5,603.48",-,49.25,-0.87,
臺灣趨勢動能高股息報酬指數,"6,143.99",-,57.22,-0.92,
特選臺灣科技高息成長報酬指數,"5,638.15",-,49.98,-0.88,
特選臺灣AI優息動能報酬指數,"4,959.63",-,72.63,-1.44,
臺灣優選AI 50報酬指數,"4,956.60",-,82.45,-1.64,
臺灣AI供應鏈聯盟報酬指數,"5,290.98",-,118.77,-2.20,
台灣旗艦動能50報酬指數,"5,326.14",-,75.96,-1.41,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"14,587.45",-,173.45,-1.18,
藍籌30報酬指數,"14,656.04",-,213.93,-1.44,
工業菁英30報酬指數,"15,158.64",-,220.78,-1.44,
低波動股利精選30報酬指數,"12,178.98",-,45.95,-0.38,
中小型A級動能50報酬指數,"26,835.40",-,545.69,-1.99,
特選高息低波報酬指數,"15,748.61",-,119.48,-0.75,
臺灣永續報酬指數,"15,840.47",-,230.16,-1.43,
價值投資報酬指數,"11,497.68",-,135.13,-1.16,
存股雙十等權重報酬指數,"13,802.08",-,197.77,-1.41,
特選大蘋果報酬指數,"13,731.14",-,278.60,-1.99,
中小型300報酬指數,"14,319.02",-,169.86,-1.17,
臺灣500報酬指數,"13,885.04",-,185.92,-1.32,
臺灣勞工權益報酬指數,"13,172.85",-,108.55,-0.82,
微波高息精選20報酬指數,"11,232.52",-,59.43,-0.53,
特選世代行動通訊報酬指數,"11,646.96",-,115.20,-0.98,
智慧投資多因子30報酬指數,"10,097.14",-,65.12,-0.64,
特選大蘋果報酬正向兩倍指數,"34,030.60",-,"1,409.54",-3.98,
特選大蘋果報酬反向一倍指數,"3,653.01",+,71.23,1.99,
特選價值成長報酬指數,"13,735.47",-,97.70,-0.71,
臺灣上櫃永續報酬指數,"8,899.83",-,138.71,-1.53,
特選台股領航報酬指數,"14,088.13",-,212.69,-1.49,
特選Smart多因子報酬指數,"10,591.46",-,158.94,-1.48,
特選ESG高股息報酬指數,"9,287.09",-,118.37,-1.26,
特選上櫃ESG成長報酬指數,"5,773.84",-,108.98,-1.85,
特選上櫃ESG電子菁英報酬指數,"5,979.63",-,120.48,-1.98,
臺灣優息存股報酬指數,"6,463.12",-,40.44,-0.62,
特選上櫃ESG永續高股息報酬指數,"7,912.93",-,95.66,-1.19,
特選臺灣金融高股息存股報酬指數,"7,514.82",-,54.78,-0.72,
特選臺灣產業龍頭存股等權重報酬指數,"7,388.54",-,42.32,-0.57,
上櫃ESG 30報酬指數,"7,004.34",-,90.11,-1.27,
臺灣ESG低碳50報酬指數,"8,253.88",-,116.37,-1.39,
臺灣創新板報酬指數,"9,104.00",+,64.55,0.71,
特選上櫃ESG龍頭報酬指數,"6,425.90",-,86.86,-1.33,
漲升股利精選高息50報酬指數,"6,112.07",-,59.29,-0.96,
臺灣市值動能50報酬指數,"4,817.05",-,80.33,-1.64,
臺灣護城河概念優選50報酬指數,"4,843.31",-,73.82,-1.50,
114年03月19日 大盤統計資訊,,,,,
成交統計,成交金額(元),成交股數(股),成交筆數,,
1.一般股票,"288,280,507,677","2,959,016,201","2,225,586",,
2.台灣存託憑證,"144,592,415","18,736,383","5,781",,
3.受益憑證,0,0,0,,
4.ETF,"26,530,569,576","1,235,446,174","479,851",,
5.受益證券,"5,249,497","518,605",22,,
6.變更交易股票,"23,566,472","2,417,146","3,104",,
7.認購(售)權證,"1,664,752,210","1,868,828,000","57,366",,
8.轉換公司債,0,0,0,,
9.附認股權特別股,0,0,0,,
10.附認股權公司債,0,0,0,,
11.認股權憑證,0,0,0,,
12.公司債,0,0,0,,
13.ETN,"3,021,730","298,000",69,,
14.創新板股票,"340,352,112","2,496,523","6,418",,
15.創新板-變更交易方法股票,0,0,0,,
證券合計(1+6+14+15),"288,644,426,261","2,963,929,870","2,235,108",,
總計(1~15),"316,992,611,689","6,087,757,032","2,778,197",,
漲跌證券數合計,,,,,
類型,整體市場,股票,,,
上漲(漲停),"3,246(8)",262(7),,,
下跌(跌停),"7,413(57)",683(2),,,
持平,681,91,,,
未成交,"21,228",1,,,
無比價,"3,101",2,,,
備註:,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
114年03月19日 每日收盤行情(全部(不含權證、牛熊證)),,,,,
備註:,,,,,
漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。,,,,,
當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。,,,,,
除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。,,,,,
本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。,,,,,
